Title,Subtitle,Authors,ISBN,LCC,Publish Date,Description,Thumbnail,Small,Medium,Large,Preview
Agile Estimating and Planning,"",Mike Cohn,9780131479418,QA76.76.D47 C6427 2006,2005-11-01,"Agile Estimating and Planning is the definitive, practical guide to estimating and planning agile projects. In this book, Agile Alliance cofounder Mike Cohn discusses the philosophy of agile estimating and planning and shows you exactly how to get the job done, with real-world examples and case studies. Concepts are clearly illustrated and readers are guided, step by step, toward how to answer the following questions: What will we build? How big will it be? When must it be done? How much can I really complete by then? You will first learn what makes a good plan-and then what makes it agile. Using the techniques in Agile Estimating and Planning , you can stay agile from start to finish, saving time, conserving resources, and accomplishing more. Highlights include: Why conventional prescriptive planning fails and why agile planning works How to estimate feature size using story points and ideal days–and when to use each How and when to re-estimate How to prioritize features using both financial and nonfinancial approaches How to split large features into smaller, more manageable ones How to plan iterations and predict your team's initial rate of progress How to schedule projects that have unusually high uncertainty or schedule-related risk How to estimate projects that will be worked on by multiple teams Agile Estimating and Planning supports any agile, semiagile, or iterative process, including Scrum, XP, Feature-Driven Development, Crystal, Adaptive Software Development, DSDM, Unified Process, and many more. It will be an indispensable resource for every development manager, team leader, and team member.",http://bks3.books.google.com/books?id=BuFWHffRJssC&printsec=frontcover&img=1&zoom=5&edge=none&source=gbs_api,http://bks3.books.google.com/books?id=BuFWHffRJssC&printsec=frontcover&img=1&zoom=1&edge=none&source=gbs_api,http://bks3.books.google.com/books?id=BuFWHffRJssC&printsec=frontcover&img=1&zoom=2&edge=none&source=gbs_api,http://bks3.books.google.com/books?id=BuFWHffRJssC&printsec=frontcover&img=1&zoom=3&edge=none&source=gbs_api,http://books.google.com/books?id=BuFWHffRJssC&printsec=frontcover&dq=isbn:9780131479418&hl=&cd=1&source=gbs_api
Agile Software Development,"",Alistair Cockburn,9780201699692,QA76.76.D47 C634 2002,2002,Alastair Cockburn offers advice on bringing difficult software development projects to a successful conclusion with a minimum of stress. The volume is based on over 10 years of interviewing software project teams.,http://bks2.books.google.com/books?id=sK1QAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks2.books.google.com/books?id=sK1QAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks2.books.google.com/books?id=sK1QAAAAMAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks2.books.google.com/books?id=sK1QAAAAMAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=sK1QAAAAMAAJ&dq=isbn:9780201699692&hl=&cd=1&source=gbs_api
Clean Code,A Handbook of Agile Software Craftsmanship,Robert C. Martin,9780132350884,QA76.76.D47 C583.2009,2009,"Looks at the principles and clean code, includes case studies showcasing the practices of writing clean code, and contains a list of heuristics and smells accumulated from the process of writing clean code.",http://bks9.books.google.com/books?id=dwSfGQAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks9.books.google.com/books?id=dwSfGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks9.books.google.com/books?id=dwSfGQAACAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks9.books.google.com/books?id=dwSfGQAACAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=dwSfGQAACAAJ&dq=isbn:9780132350884&hl=&cd=1&source=gbs_api
The capability maturity model,guidelines for improving the software process,Mark C. Paulk,9780201546644,QA76.76.D47 C37 1995,1995,"Principal Contributors and Editors: Mark C. Paulk, Charles V. Weber, Bill Curtis, Mary Beth Chrissis In every sense, the CMM represents the best thinking in the field today... this book is targeted at anyone involved in improving the software process, including members of assessment or evaluation teams, members of software engineering process groups, software managers, and software practitioners... From the Foreword by Watts Humphrey The Capability Maturity Model for Software (CMM) is a framework that demonstrates the key elements of an effective software process. The CMM describes an evolutionary improvement path for software development from an ad hoc, immature process to a mature, disciplined process, in a path laid out in five levels. When using the CMM, software professionals in government and industry can develop and improve their ability to identify, adopt, and use sound management and technical practices for delivering quality software on schedule and at a reasonable cost. This book provides a description and technical overview of the CMM, along with guidelines for improving software process management overall. It is a sequel to Watts Humphrey's important work,Managing the Software Process,in that it structures the maturity framework presented in that book more formally. Features: bull; bull;Compares the CMM with ISO 9001 bull;Provides an overview of ISO's SPICE project, which is developing international standards for software process improvement and capability determination bull;Presents a case study of IBM Houston's Space Shuttle project, which is frequently referred to as being at Level 5 0201546647B04062001",http://bks4.books.google.com/books?id=pKZQAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks4.books.google.com/books?id=pKZQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks4.books.google.com/books?id=pKZQAAAAMAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks4.books.google.com/books?id=pKZQAAAAMAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=pKZQAAAAMAAJ&dq=isbn:9780201546644&hl=&cd=1&source=gbs_api
Software Design,"",David Budgen,9780201722192,QA76.76.D47 B83 2003,2003,"This book provides engineers and programmers with an introduction to the role of design in Software Engineering. The book evaluates popular design methods and compares their strengths and limitations in different applications. Emphasizing the role of design, the book provides an ideal tutorial for software engineers and programmers.",http://bks3.books.google.com/books?id=bnY3vb606bAC&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks3.books.google.com/books?id=bnY3vb606bAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks3.books.google.com/books?id=bnY3vb606bAC&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks3.books.google.com/books?id=bnY3vb606bAC&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=bnY3vb606bAC&dq=isbn:9780201722192&hl=&cd=1&source=gbs_api
Bringing design to software,"",Terry Winograd,9780201854916,QA76.76.D47 B745 1996,1996,"Designing Software Interactions aims to illuminate and stimulate the discipline of software design. Collecting insights and experiences from experts in diverse fields, it addresses the growing demand that the software industry produce software that really works--software that fits people and situations far better than the examples we see today.",http://bks0.books.google.com/books?id=paVQAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks0.books.google.com/books?id=paVQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks0.books.google.com/books?id=paVQAAAAMAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks0.books.google.com/books?id=paVQAAAAMAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=paVQAAAAMAAJ&dq=isbn:9780201854916&hl=&cd=1&source=gbs_api
Software design,from programming to architecture,Eric J. Braude,9780471204596,QA76.76.D47 B73 2004,2004,"UML (the Unified Modeling Language), design patterns, and software component technologies are three new advances that help software engineers create more efficient and effective software designs. Now Eric Braude pulls these three advances together into one unified presentation: A helpful project threaded throughout the book enables readers to apply what they are learning Presents a modern and applied approach to software design Numerous design patterns with detailed explanations provide essential tools for technical and professional growth Includes extensive discussion of UML with many UML examples",http://bks2.books.google.com/books?id=tKFQAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks2.books.google.com/books?id=tKFQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks2.books.google.com/books?id=tKFQAAAAMAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks2.books.google.com/books?id=tKFQAAAAMAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=tKFQAAAAMAAJ&dq=isbn:9780471204596&hl=&cd=1&source=gbs_api
Design and Use of Software Architectures,Adopting and Evolving a Product-Line Approach,Jan Bosch,9780201674941,QA76.76.D47 B69 2000,2000,"This book provides an achievable answer. The author proposes a method for designing software architectures, and product line architectures, which is based on his experience in industry and research. The first part of the book introduces the design method,",http://bks8.books.google.com/books?id=7K9QAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks8.books.google.com/books?id=7K9QAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks8.books.google.com/books?id=7K9QAAAAMAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks8.books.google.com/books?id=7K9QAAAAMAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=7K9QAAAAMAAJ&dq=isbn:9780201674941&hl=&cd=1&source=gbs_api
Intermediate Algebra,Models Functions and Graphs,Judy Kysh,9780201571615,QA76.76.D47 B655 1999,1996-09-01,,,,,,http://books.google.com/books?id=oypJAAAACAAJ&dq=isbn:9780201571615&hl=&cd=1&source=gbs_api
Adopting the Rational Unified Process,success with the RUP,"Stefan Bergström, Lotta Råberg",9780321202949,QA76.76.D47 B4578 2004,2004-01-08,"- Helps organizations tackle the complexity of implementation and begin seeing immediate return on their significant RUP investment - Another in a successful line of books from authors at Rational/IBM, and the latest in the acclaimed Object Technology Series - Significant co-marketing opportunities with Rational/IBM",http://bks6.books.google.com/books?id=mKRQAAAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks6.books.google.com/books?id=mKRQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks6.books.google.com/books?id=mKRQAAAAMAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks6.books.google.com/books?id=mKRQAAAAMAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=mKRQAAAAMAAJ&dq=isbn:9780321202949&hl=&cd=1&source=gbs_api
Extreme Programming Explained,Embrace Change,Kent Beck,9780201616415,QA76.76.D47 B434 2000,2000,"Beck wants to encourage readers to re-examine their preconceptions of how software development ought to occur. He does just that in this overview of Extreme Programming, a controversial approach to software development which challenges the notion that the cost of changing a piece of software must rise dramatically over the course of time.",http://bks8.books.google.com/books?id=G8EL4H4vf7UC&printsec=frontcover&img=1&zoom=5&edge=none&source=gbs_api,http://bks8.books.google.com/books?id=G8EL4H4vf7UC&printsec=frontcover&img=1&zoom=1&edge=none&source=gbs_api,http://bks8.books.google.com/books?id=G8EL4H4vf7UC&printsec=frontcover&img=1&zoom=2&edge=none&source=gbs_api,http://bks8.books.google.com/books?id=G8EL4H4vf7UC&printsec=frontcover&img=1&zoom=3&edge=none&source=gbs_api,http://books.google.com/books?id=G8EL4H4vf7UC&printsec=frontcover&dq=isbn:9780201616415&hl=&cd=1&source=gbs_api
Planning Extreme Programming,"",Kent Beck,9780201710915,QA76.76.D47 B4335 2001,2001,"A guide to XP leads the developer, project manager, and team leader through the software development planning process, offering real world examples and tips for reacting to changing environments quickly and efficiently.",http://bks5.books.google.com/books?id=u13hVoYVZa8C&printsec=frontcover&img=1&zoom=5&edge=none&source=gbs_api,http://bks5.books.google.com/books?id=u13hVoYVZa8C&printsec=frontcover&img=1&zoom=1&edge=none&source=gbs_api,http://bks5.books.google.com/books?id=u13hVoYVZa8C&printsec=frontcover&img=1&zoom=2&edge=none&source=gbs_api,http://bks5.books.google.com/books?id=u13hVoYVZa8C&printsec=frontcover&img=1&zoom=3&edge=none&source=gbs_api,http://books.google.com/books?id=u13hVoYVZa8C&printsec=frontcover&dq=isbn:9780201710915&hl=&cd=1&source=gbs_api
A practical guide to eXtreme programming,"","David Astels, Granville Miller, Miroslav Michal Novak",9780130674821,QA76.76.D47 A88 2002,2002-02-01,"Appropriate for any course on software engineering methodologies, especially courses on XP, or 'agile' and/or 'light' methodologies. XP is rapidly becoming the world's most popular agile methodology. Now, there's a readable, concise guide that brings together all the guidance and best practices students need to succeed with XP. The authors begin by introducing the key practices that developers must take to heart in order to make XP work, and the key players in an XP project - including developers, managers, and customers. They demonstrate how to create a vision of any proposed software system, write effective user stories and acceptance tests, and plan for regular releases and iterations. They present best practices for XP testing, 'coding with intention', integration, and refactoring, showing how to overcome key challenges early XP implementers have encountered, and achieve the powerful benefits XP can provide.",http://bks4.books.google.com/books?id=fIc_AQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://bks4.books.google.com/books?id=fIc_AQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://bks4.books.google.com/books?id=fIc_AQAAIAAJ&printsec=frontcover&img=1&zoom=2&source=gbs_api,http://bks4.books.google.com/books?id=fIc_AQAAIAAJ&printsec=frontcover&img=1&zoom=3&source=gbs_api,http://books.google.com/books?id=fIc_AQAAIAAJ&dq=isbn:9780130674821&hl=&cd=1&source=gbs_api
